data_timestep;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y;edge_id;edge_traveltime;lane_CO;lane_CO2;lane_HC;lane_NOx;lane_PMx;lane_electricity;lane_fuel;lane_id;lane_maxspeed;lane_meanspeed;lane_noise;lane_occupancy;lane_vehicle_count;trafficlight_id;trafficlight_state
12.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_3;22.00;22.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_0;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_1;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_2;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_3;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_0;12.00;12.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;4i_1;12.00;0.00;55.94;0.06;1;;
12.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_2;12.00;12.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_3;12.00;12.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_0;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_1;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_2;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_3;20.00;20.00;0.00;0.00;0;;
12.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;rrrGGGrrrGGGrrrrGrGr
13.00;164.78;2624.72;0.81;1.20;0.07;90.00;HBEFA3/PC_G_EU4;0.00;1.13;v01;1i_2;55.94;85.40;r01;0.00;CarC;6.00;85.40;95.20;;;;;;;;;;;;;;;;;
13.00;19.25;2112.46;0.13;0.70;0.01;90.00;HBEFA3/PC_G_EU4;0.00;0.91;v02;2o_1;61.78;11.43;r02;10.00;CarC;0.00;125.03;92.00;;;;;;;;;;;;;;;;;
13.00;164.78;2624.72;0.81;1.20;0.07;0.00;HBEFA3/PC_G_EU4;0.00;1.13;v03;3i_1;55.94;85.40;r03;0.00;CarC;7.00;108.00;85.40;;;;;;;;;;;;;;;;;
13.00;164.78;2624.72;0.81;1.20;0.07;180.00;HBEFA3/PC_G_EU4;0.00;1.13;v04;4i_1;55.94;85.40;r04;0.00;CarC;7.00;92.00;114.60;;;;;;;;;;;;;;;;;
13.00;;;;;;;;;;;;;;;;;;;;:0_0;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_0_0;16.00;16.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_0;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_0_1;16.00;16.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_0;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_0_2;16.00;16.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_3;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_3_0;23.50;23.50;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_3;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_3_1;23.50;23.50;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_3;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_3_2;23.50;23.50;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_6;1.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_6_0;21.00;21.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_6;1.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_6_1;21.00;21.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_6;1.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_6_2;21.00;21.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_9;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_9_0;23.50;23.50;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_9;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_9_1;23.50;23.50;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_9;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_9_2;23.50;23.50;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_12;1.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_12_0;11.84;11.84;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_13;1.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_13_0;11.36;11.36;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_14;0.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_14_0;5.58;5.58;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_14;0.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_14_1;3.65;3.65;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_16;2.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_16_0;11.84;11.84;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_17;2.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_17_0;11.36;11.36;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_18;2.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_18_0;5.58;5.58;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_19;2.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_19_0;3.65;3.65;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_c0;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c0_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_c1;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c1_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_c2;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c2_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_c3;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c3_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_w0;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w0_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_w1;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w1_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_w2;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w2_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:0_w3;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w3_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:1_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:1_0_0;3.65;3.65;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:1_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:1_w0_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:2_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:2_0_0;3.65;3.65;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:2_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:2_w0_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:3_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:3_0_0;3.65;3.65;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:3_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:3_w0_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:4_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:4_0_0;3.65;3.65;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;:4_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:4_w0_0;1.00;1.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1i_0;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1i_1;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;1i_2;25.00;0.00;55.94;0.06;1;;
13.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1i_3;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_0;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_1;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_2;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_3;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_0;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_1;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_2;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_3;25.00;25.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2o;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2o_0;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2o;8.64;19.25;2112.46;0.13;0.70;0.01;0.00;0.91;2o_1;22.00;10.00;61.78;0.06;1;;
13.00;;;;;;;;;;;;;;;;;;;;2o;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2o_2;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;2o;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2o_3;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_0;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;3i_1;22.00;0.00;55.94;0.06;1;;
13.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_2;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_3;22.00;22.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_0;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_1;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_2;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_3;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_0;12.00;12.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;4i_1;12.00;0.00;55.94;0.06;1;;
13.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_2;12.00;12.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_3;12.00;12.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_0;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_1;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_2;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_3;20.00;20.00;0.00;0.00;0;;
13.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;rrrGGGrrrGGGrrrrGrGr
14.00;164.78;2624.72;0.81;1.20;0.07;90.00;HBEFA3/PC_G_EU4;0.00;1.13;v01;1i_2;55.94;85.40;r01;0.00;CarC;7.00;85.40;95.20;;;;;;;;;;;;;;;;;
14.00;19.24;2112.39;0.13;0.70;0.01;90.00;HBEFA3/PC_G_EU4;0.00;0.91;v02;2o_1;61.78;21.43;r02;10.00;CarC;0.00;135.03;92.00;;;;;;;;;;;;;;;;;
14.00;164.78;2624.72;0.81;1.20;0.07;0.00;HBEFA3/PC_G_EU4;0.00;1.13;v03;3i_1;55.94;85.40;r03;0.00;CarC;8.00;108.00;85.40;;;;;;;;;;;;;;;;;
14.00;164.78;2624.72;0.81;1.20;0.07;180.00;HBEFA3/PC_G_EU4;0.00;1.13;v04;4i_1;55.94;85.40;r04;0.00;CarC;8.00;92.00;114.60;;;;;;;;;;;;;;;;;
14.00;;;;;;;;;;;;;;;;;;;;:0_0;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_0_0;16.00;16.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_0;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_0_1;16.00;16.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_0;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_0_2;16.00;16.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_3;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_3_0;23.50;23.50;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_3;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_3_1;23.50;23.50;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_3;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_3_2;23.50;23.50;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_6;1.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_6_0;21.00;21.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_6;1.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_6_1;21.00;21.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_6;1.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_6_2;21.00;21.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_9;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_9_0;23.50;23.50;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_9;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_9_1;23.50;23.50;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_9;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_9_2;23.50;23.50;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_12;1.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_12_0;11.84;11.84;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_13;1.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_13_0;11.36;11.36;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_14;0.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_14_0;5.58;5.58;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_14;0.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_14_1;3.65;3.65;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_16;2.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_16_0;11.84;11.84;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_17;2.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_17_0;11.36;11.36;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_18;2.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_18_0;5.58;5.58;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_19;2.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_19_0;3.65;3.65;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_c0;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c0_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_c1;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c1_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_c2;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c2_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_c3;19.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_c3_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_w0;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w0_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_w1;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w1_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_w2;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w2_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:0_w3;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:0_w3_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:1_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:1_0_0;3.65;3.65;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:1_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:1_w0_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:2_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:2_0_0;3.65;3.65;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:2_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:2_w0_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:3_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:3_0_0;3.65;3.65;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:3_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:3_w0_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:4_0;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:4_0_0;3.65;3.65;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;:4_w0;21.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;:4_w0_0;1.00;1.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1i_0;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1i_1;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;1i_2;25.00;0.00;55.94;0.06;1;;
14.00;;;;;;;;;;;;;;;;;;;;1i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1i_3;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_0;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_1;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_2;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;1o;3.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1o_3;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_0;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_1;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_2;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2i;3.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2i_3;25.00;25.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2o;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2o_0;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2o;8.64;19.24;2112.39;0.13;0.70;0.01;0.00;0.91;2o_1;22.00;10.00;61.78;0.06;1;;
14.00;;;;;;;;;;;;;;;;;;;;2o;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2o_2;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;2o;8.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2o_3;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_0;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;3i_1;22.00;0.00;55.94;0.06;1;;
14.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_2;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3i_3;22.00;22.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_0;20.00;20.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_1;20.00;20.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_2;20.00;20.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;3o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3o_3;20.00;20.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_0;12.00;12.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;164.78;2624.72;0.81;1.20;0.07;0.00;1.13;4i_1;12.00;0.00;55.94;0.06;1;;
14.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_2;12.00;12.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;4i;86400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4i_3;12.00;12.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_0;20.00;20.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_1;20.00;20.00;0.00;0.00;0;;
14.00;;;;;;;;;;;;;;;;;;;;4o;4.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4o_2;20.00;20.00;0.00;0.00;0;;
